Province	Island	Site	Area Transect	ID Transect	Data	Depth (m)	Species Richnes (spp/tran)	Density (ind/m2)	Biomass (g/m2)
swa	trindade	tartarugas	40	tri_tartarugas_120	jun_2009	9	16	3.25	627.52
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9992	aug_2013	9.5	6	1.45	121.7
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5109	jan_2016	17	12	15.55	327.53
swa	rocas	salao	40	roc_salao_2732	feb_2012	10	7	3.12	27.8
swa	noronha	canal	40	fno_canal_1072	jun_2007	7	7	0.38	68.93
swa	trindade	tunel	40	tri_tunel_328	jun_2009	43	14	2.42	900.4
swa	trindade	tunel	40	tri_tunel_110	jun_2009	12	12	2.85	570.22
tea	stome	rolas_hirundino	40	sto_rolas_hirundino_3061	feb_2006	12	13	3.08	86.43
swa	rocas	podes_crer	40	roc_podes_crer_4656	feb_2012	1.5	7	7.5	217.55
tea	stome	sete_pedras_1	40	sto_sete_pedras_1_3149	feb_2006	15	10	4.55	110.23
swa	trindade	cabritas	40	tri_cabritas_209	jun_2009	13	15	2.27	414.64
swa	trindade	lixo	40	tri_lixo_226	jun_2009	12	13	1.65	412.48
swa	trindade	cabritas	40	tri_cabritas_152	jun_2009	10	13	1.18	275.4
tea	stome	sete_pedras_1	40	sto_sete_pedras_1_3153	feb_2006	20	12	13.03	753.68
swa	rocas	ancoras	40	roc_ancoras_126	feb_2012	3	18	33.38	1792.83
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5115	jan_2016	8	11	1.25	36.63
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5094	jan_2016	9	13	6.33	176.29
swa	trindade	calheta	40	tri_calheta_306	jun_2009	25	12	2.7	594.09
swa	trindade	farol	40	tri_farol_215	jun_2009	12	13	1.9	383.95
swa	noronha	laje	40	fno_laje_1112	jun_2007	19	15	1.12	300.67
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5179	jan_2016	20	10	3.55	141.36
swa	rocas	laguna	40	roc_laguna_1828	feb_2012	2	13	2.65	107.28
swa	stpauls_rocks	cabeco_tartaruga	40	spr_cabeco_tartaruga_2721	apr_2012	21	13	10.75	612.18
tea	stome	sete_pedras_1	40	sto_sete_pedras_1_3154	feb_2006	20	15	11.15	291.75
tea	stome	cabras_kia	40	sto_cabras_kia_3043	feb_2006	14	20	7.35	178.48
swa	trindade	tartarugas	40	tri_tartarugas_121	jun_2009	10	15	1.95	557.64
swa	rocas	laguna	40	roc_laguna_4861	feb_2012	1	7	5.05	30.12
swa	trindade	lixo	40	tri_lixo_231	jun_2009	10	8	0.8	322.91
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5102	jan_2016	8	12	6.22	105.12
swa	trindade	orelhas	40	tri_orelhas_141	jun_2009	10	13	1.1	296.12
tea	stome	cabras_kia	40	sto_cabras_kia_3040	feb_2006	14	17	15.4	115.48
swa	rocas	barretinha	40	roc_barretinha_2685	feb_2012	2.5	10	9.93	1330.73
swa	rocas	salao	40	roc_salao_14680	feb_2012	6	7	3.1	294.05
swa	rocas	podes_crer	40	roc_podes_crer_3665	feb_2012	1.5	7	10.2	65.82
swa	rocas	laguna	40	roc_laguna_1558	feb_2012	2	13	3.95	239.97
tea	stome	sete_pedras_1	40	sto_sete_pedras_1_3150	feb_2006	15	10	14.65	309.92
swa	trindade	lixo	40	tri_lixo_232	jun_2009	9	11	1.4	131.83
cen_atla	ascension	guano_jetty	40	asc_guano_jetty_5008	aug_2015	10	16	5.75	565.51
tea	principe	bone_do_joquei	40	prin_bone_do_joquei_5196	jan_2016	6	13	2.35	256.04
tea	stome	cabras_kia	40	sto_cabras_kia_3018	feb_2006	14	11	13.43	21.52
swa	rocas	tartarugas	40	roc_tartarugas_314	feb_2012	3.5	10	18.68	1196.88
swa	rocas	ancoras	40	roc_ancoras_14689	feb_2012	3	12	4.85	382.65
swa	trindade	parcel	40	tri_parcel_283	jun_2009	5	13	1.73	436.39
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1060	jun_2007	11	12	1.77	113.27
swa	trindade	lixo	40	tri_lixo_239	jun_2009	3	15	3.5	549.43
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_1242	feb_2012	10	9	6.15	407.04
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_4837	feb_2012	9.5	9	2.9	93.65
swa	rocas	podes_crer	40	roc_podes_crer_4475	feb_2012	2.5	10	10.7	215.57
swa	trindade	cabritas	40	tri_cabritas_204	jun_2009	15	13	1.88	325.18
tea	stome	rolas_braga	40	sto_rolas_braga_3050	feb_2006	20	16	1.9	47.28
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5181	jan_2016	17	9	2.48	65.42
swa	trindade	parcel	40	tri_parcel_172	jun_2009	20	13	2.1	318.8
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_161	feb_2012	9	8	4.28	219.71
swa	noronha	conceicao	40	fno_conceicao_1092	jun_2007	1.5	13	3.33	131.23
swa	trindade	tartarugas	40	tri_tartarugas_177	jun_2009	6	15	2.5	349.76
tea	stome	rolas_braga	40	sto_rolas_braga_3048	feb_2006	20	12	1.77	10.77
swa	trindade	tunel	40	tri_tunel_334	jun_2009	32	15	1.48	733.44
tea	principe	bone_do_joquei	40	prin_bone_do_joquei_5189	jan_2016	21	11	2.1	161.75
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5203	jan_2016	14	15	1.92	82.83
swa	noronha	canal	40	fno_canal_1080	jun_2007	7	10	1.07	97.99
swa	noronha	sancho	40	fno_sancho_1123	jun_2007	9	20	5.88	495.63
tea	stome	cabras_kia	40	sto_cabras_kia_3023	feb_2006	11	20	35.05	2001.89
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5267	aug_2013	10	14	2.45	712.59
cen_atla	ascension	comfortless_cove	40	asc_comfortless_cove_5068	aug_2015	6	12	4.58	403.36
swa	rocas	barretinha	40	roc_barretinha_14692	feb_2012	3	10	8.45	92.67
swa	trindade	farol	40	tri_farol_216	jun_2009	12	12	3.95	380.3
swa	trindade	cabritas	40	tri_cabritas_154	jun_2009	13	13	2.05	647.68
tea	stome	cabras_kia	40	sto_cabras_kia_3021	feb_2006	20	18	17.73	682.72
swa	rocas	cemiterio	40	roc_cemiterio_1265	feb_2012	3	12	8.1	267.3
swa	stpauls_rocks	enseada	40	spr_enseada_2753	apr_2012	25	12	5.95	635.61
swa	trindade	tunel	40	tri_tunel_331	jun_2009	35	17	1.9	582.72
tea	stome	rolas_hirundino	40	sto_rolas_hirundino_3064	feb_2006	12	13	4	31.12
swa	trindade	parcel	40	tri_parcel_97	jun_2009	7	17	1.75	311.66
swa	trindade	cabritas	40	tri_cabritas_205	jun_2009	13	10	2.1	188.69
swa	noronha	canal	40	fno_canal_1079	jun_2007	8	11	0.72	86.61
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5108	jan_2016	16	13	8.18	257.55
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5162	jan_2016	7	9	7.15	486.27
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5151	jan_2016	7	14	7.2	213.47
swa	rocas	ancoras	40	roc_ancoras_4618	feb_2012	2.5	12	3.58	90.96
swa	trindade	tartarugas	40	tri_tartarugas_179	jun_2009	5	15	3.35	551.12
swa	trindade	farol	40	tri_farol_4848	jun_2009	12	8	0.45	202.93
swa	rocas	tartarugas	40	roc_tartarugas_4844	feb_2012	2	8	12.45	54.46
swa	rocas	cemiterio	40	roc_cemiterio_691	feb_2012	0.5	9	6.9	172.52
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_4836	feb_2012	1	14	3.98	379.08
swa	rocas	barretinha	40	roc_barretinha_4039	feb_2012	2	5	6.38	38.49
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5126	jan_2016	17	14	16.12	215.8
swa	trindade	farol	40	tri_farol_166	jun_2009	12	7	2.8	1309.06
swa	rocas	cemiterio	40	roc_cemiterio_1421	feb_2012	1	8	7.1	492.59
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9985	aug_2013	10	12	2.33	632.96
swa	trindade	tartarugas	40	tri_tartarugas_119	jun_2009	10	18	2.9	704.88
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5157	jan_2016	15	13	11.8	971.82
swa	trindade	ponta_norte	40	tri_ponta_norte_190	jun_2009	15	12	1.32	243.23
swa	trindade	tartarugas	40	tri_tartarugas_183	jun_2009	5	16	4.1	890.67
swa	trindade	lixo	40	tri_lixo_220	jun_2009	12	13	2.48	423.82
swa	rocas	cemiterio	40	roc_cemiterio_414	feb_2012	1.5	8	10.9	124.19
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9993	aug_2013	10	10	1.23	70.52
swa	trindade	calheta	40	tri_calheta_315	jun_2009	14	16	1.92	326.34
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9974	aug_2013	10.4	13	2.52	947.71
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_569	feb_2012	11	9	6.05	261
swa	trindade	tartarugas	40	tri_tartarugas_273	jun_2009	8	9	3.8	328.34
swa	rocas	cemiterio	40	roc_cemiterio_4046	feb_2012	1.5	9	12.5	143.39
swa	trindade	tunel	40	tri_tunel_325	jun_2009	45	12	2.35	1143.97
swa	rocas	barretinha	40	roc_barretinha_3835	feb_2012	1.5	6	10.4	95.11
cen_atla	ascension	northeast_point	40	asc_northeast_point_5033	aug_2015	8	12	8.5	891.23
swa	trindade	calheta	40	tri_calheta_4852	jun_2009	25	19	1.95	395.25
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5206	jan_2016	9	11	7.05	166.71
swa	trindade	lixo	40	tri_lixo_237	jun_2009	3	13	4.35	1169.42
swa	trindade	calheta	40	tri_calheta_294	jun_2009	15	12	1.75	237.98
swa	rocas	ancoras	40	roc_ancoras_4244	feb_2012	1.5	13	10.68	352.87
tea	stome	sete_pedras_2	40	sto_sete_pedras_2_3164	feb_2006	14	10	2.25	82.55
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5137	jan_2016	8	17	13.85	322.73
swa	rocas	cemiterio	40	roc_cemiterio_1946	feb_2012	1	7	6	53.61
swa	trindade	ponta_norte	40	tri_ponta_norte_128	jun_2009	15	14	2.58	590.12
swa	trindade	farol	40	tri_farol_247	jun_2009	11	9	2.65	613.27
swa	rocas	salao	40	roc_salao_14682	feb_2012	5	9	2.15	150.99
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5268	aug_2013	10	11	0.92	232.74
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5188	jan_2016	8	10	3.67	44.93
swa	noronha	sancho	40	fno_sancho_1129	jun_2007	3.5	13	2.15	158.68
swa	trindade	lixo	40	tri_lixo_10001	jun_2009	6	10	4.75	1434.57
tea	principe	bone_do_joquei	40	prin_bone_do_joquei_5198	jan_2016	8	12	4.17	291.43
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_307	feb_2012	1	14	6.7	687.09
swa	rocas	falsa_barreta	40	roc_falsa_barreta_14674	feb_2012	2	7	2.68	69.44
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5199	jan_2016	21	14	3.1	167.69
swa	trindade	ponta_norte	40	tri_ponta_norte_134	jun_2009	5	13	2.33	502.5
swa	trindade	farol	40	tri_farol_252	jun_2009	3	10	3.8	161.94
swa	trindade	parcel	40	tri_parcel_176	jun_2009	20	18	3.55	1422.31
swa	rocas	falsa_barreta	40	roc_falsa_barreta_14675	feb_2012	1	9	1.48	52.91
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5159	jan_2016	14	13	18.02	1312.02
swa	trindade	ponta_norte	40	tri_ponta_norte_196	jun_2009	10	9	1.62	211.63
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_842	feb_2012	2	12	6.33	918.14
swa	trindade	calheta	40	tri_calheta_296	jun_2009	3	15	3.02	334.42
swa	noronha	sancho	40	fno_sancho_1138	jun_2007	3	12	2.08	219.98
swa	noronha	sancho	40	fno_sancho_1124	jun_2007	10	17	3.5	353.84
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5096	jan_2016	7	14	7.9	90.86
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_3874	feb_2012	1	9	3.62	134.33
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5131	jan_2016	8	13	10.2	200.61
tea	principe	ilheu_bombom	40	prin_ilheu_bombom_5177	jan_2016	10	19	8.53	264.22
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1067	jun_2007	5	20	3.48	172.5
swa	trindade	tunel	40	tri_tunel_327	jun_2009	45	13	1.55	636.97
swa	trindade	eme	40	tri_eme_259	jun_2009	20	11	1.5	868.42
tea	stome	cabras_kia	40	sto_cabras_kia_3028	feb_2006	21	17	19.8	83.28
swa	trindade	parcel	40	tri_parcel_284	jun_2009	5	14	2.42	709.05
swa	trindade	lixo	40	tri_lixo_229	jun_2009	18	16	2.9	472.56
swa	rocas	cemiterio	40	roc_cemiterio_4628	feb_2012	1.5	7	8.47	34.28
swa	rocas	podes_crer	40	roc_podes_crer_4284	feb_2012	1.5	6	9.42	57.27
swa	trindade	cabritas	40	tri_cabritas_159	jun_2009	5	16	4.25	410.41
swa	noronha	canal	40	fno_canal_1073	jun_2007	5	10	1.27	208.23
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9979	aug_2013	10	8	1.85	310.97
swa	rocas	tartarugas	40	roc_tartarugas_4864	feb_2012	1.5	6	9.2	26.88
swa	trindade	orelhas	40	tri_orelhas_146	jun_2009	3	11	3.98	408.07
cen_atla	ascension	comfortless_cove	40	asc_comfortless_cove_5059	aug_2015	6	16	3.75	616.75
swa	noronha	laje	40	fno_laje_1103	jun_2007	17	11	3.2	117.87
swa	noronha	laje	40	fno_laje_1108	jun_2007	20	12	2.73	121.74
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5132	jan_2016	7	12	3.55	28.61
swa	trindade	cabritas	40	tri_cabritas_208	jun_2009	10	11	2.08	317.93
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5114	jan_2016	8	5	1.45	63.72
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2916	apr_2012	22	7	3.65	1882.09
tea	stome	rolas_hirundino	40	sto_rolas_hirundino_3063	feb_2006	12	10	8.97	23.73
cen_atla	ascension	northeast_point	40	asc_northeast_point_5049	aug_2015	6	15	3.3	1029.94
swa	trindade	farol	40	tri_farol_250	jun_2009	7	16	4.33	754.64
tea	principe	ilheu_bombom	40	prin_ilheu_bombom_5165	jan_2016	10	13	2.4	195.11
swa	trindade	calheta	40	tri_calheta_313	jun_2009	15	12	1.77	219.4
swa	noronha	canal	40	fno_canal_1075	jun_2007	3	12	1.65	161.46
swa	trindade	eme	40	tri_eme_288	jun_2009	5	13	3.4	481.33
tea	stome	cabras_kia	40	sto_cabras_kia_3038	feb_2006	13	13	15.85	283.88
tea	cverde	ilheuzinho	40	cve_ilheuzinho_3579	set_2009	12	13	5.75	181.97
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3465	set_2009	8	14	1.28	297.72
tea	cverde	agua_ruim	40	cve_agua_ruim_3185	set_2009	3.3	17	22.38	111.36
tea	cverde	agua_ruim	40	cve_agua_ruim_3196	set_2009	3.1	15	19.98	244.31
swa	stpauls_rocks	enseada	40	spr_enseada_4877	apr_2012	40	6	7	1412.14
swa	noronha	laje	40	fno_laje_1109	jun_2007	19	13	1.82	153.62
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5185	jan_2016	13	12	8.62	150.05
tea	stome	diogo_vaz	40	sto_diogo_vaz_3076	feb_2006	4	10	1.18	44.95
swa	trindade	lixo	40	tri_lixo_221	jun_2009	10	14	1.88	409.69
tea	stome	cabras_kia	40	sto_cabras_kia_3019	feb_2006	14	18	2.52	41.23
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5255	aug_2013	8	13	2.35	740.2
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5148	jan_2016	7	13	4.03	39.7
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5108	jan_2016	18	1	1	33.17
swa	stpauls_rocks	enseada	40	spr_enseada_2744	apr_2012	25	10	8.15	594.47
tea	cverde	curral	40	cve_curral_3372	oct_2009	11.5	17	18.85	1984.47
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5155	jan_2016	20	11	6.58	242.03
tea	stome	diogo_vaz	40	sto_diogo_vaz_3091	feb_2006	8	9	8	87.71
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1064	jun_2007	8	7	1.75	76.11
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3747	set_2009	12	12	1.85	76.47
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5269	aug_2013	10	9	1.12	299.2
swa	trindade	tartarugas	40	tri_tartarugas_276	jun_2009	8	13	1.78	263.58
swa	trindade	orelhas	40	tri_orelhas_143	jun_2009	5	11	2.75	397.85
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5139	jan_2016	7	19	17.07	513.37
tea	cverde	ponta_praia	40	cve_ponta_praia_3714	set_2009	5.7	14	3.55	50.89
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1061	jun_2007	17	11	1.32	343.9
tea	stome	santana	40	sto_santana_3121	feb_2006	21	11	1.92	147.28
tea	principe	bone_do_joquei	40	prin_bone_do_joquei_5197	jan_2016	7	10	7.85	411.08
swa	stpauls_rocks	enseada	40	spr_enseada_2756	apr_2012	40	8	10.2	428.5
tea	principe	bone_do_joquei	40	prin_bone_do_joquei_5213	jan_2016	7	18	8.03	403.96
tea	stome	diogo_vaz	40	sto_diogo_vaz_3074	feb_2006	4	13	5.9	33.8
tea	cverde	pqp	40	cve_pqp_2224	set_2009	9	15	4.7	177.22
tea	cverde	pqp	40	cve_pqp_2180	set_2009	9	10	2.1	66.29
tea	cverde	agua_ruim	40	cve_agua_ruim_3003	set_2009	6	16	16.73	504.03
tea	cverde	ponta_praia	40	cve_ponta_praia_3708	set_2009	4	12	10.78	260.68
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5110	jan_2016	15	10	16.18	218.16
tea	stome	diogo_vaz	40	sto_diogo_vaz_3071	feb_2006	10	17	1.3	59.17
tea	cverde	ponta_branca	40	cve_ponta_branca_3602	oct_2009	5	16	2.48	575.31
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3509	set_2009	6	14	1.18	261.75
tea	cverde	agua_doce	40	cve_agua_doce_2802	set_2009	6.5	15	3.8	82.96
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5153	jan_2016	8	13	6.08	105.35
swa	trindade	eme	40	tri_eme_260	jun_2009	18	17	2.5	365.45
tea	cverde	agua_doce	40	cve_agua_doce_2667	set_2009	10	11	3.73	149.46
swa	trindade	orelhas	40	tri_orelhas_139	jun_2009	10	10	1.25	213.01
swa	noronha	canal	40	fno_canal_1081	jun_2007	8	13	0.9	218.99
swa	noronha	laje	40	fno_laje_1111	jun_2007	19	13	2.92	126.22
tea	cverde	pqp	40	cve_pqp_2332	set_2009	10.9	12	3.45	72.77
swa	trindade	tunel	40	tri_tunel_109	jun_2009	25	12	1.88	192.12
tea	stome	diogo_vaz	40	sto_diogo_vaz_3073	feb_2006	4	13	4.4	58.01
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5106	jan_2016	20	10	5	130.66
swa	trindade	parcel	40	tri_parcel_4849	jun_2009	7	13	1.75	498.47
tea	stome	santana	40	sto_santana_3142	feb_2006	7	11	19.75	374.28
tea	stome	diogo_vaz	40	sto_diogo_vaz_3067	feb_2006	20	14	15.53	225.65
tea	stome	santana	40	sto_santana_3134	feb_2006	8	9	3.33	57.7
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5144	jan_2016	8	12	4.25	82.02
swa	trindade	lixo	40	tri_lixo_10017	jun_2009	6	14	2.73	877
swa	noronha	laje	40	fno_laje_1106	jun_2007	17	12	2	156.3
swa	trindade	ponta_norte	40	tri_ponta_norte_125	jun_2009	15	11	1.75	520.75
tea	stome	diogo_vaz	40	sto_diogo_vaz_3109	feb_2006	5	12	4.5	43.96
tea	stome	diogo_vaz	40	sto_diogo_vaz_3068	feb_2006	21	7	17.27	214.95
swa	trindade	tartarugas	40	tri_tartarugas_275	jun_2009	8	11	4.67	392.59
tea	stome	diogo_vaz	40	sto_diogo_vaz_3112	feb_2006	5	10	7.28	83.94
tea	cverde	ponta_branca	40	cve_ponta_branca_3609	oct_2009	8	11	2	87.5
tea	stome	diogo_vaz	40	sto_diogo_vaz_3110	feb_2006	5	11	9.07	24.13
tea	cverde	agua_ruim	40	cve_agua_ruim_3163	set_2009	4.8	12	4.55	46.71
tea	stome	diogo_vaz	40	sto_diogo_vaz_3098	feb_2006	7	14	2.67	80.67
tea	stome	sete_pedras_2	40	sto_sete_pedras_2_3167	feb_2006	8	15	1.8	60.51
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5093	jan_2016	9	14	18.48	178.19
tea	cverde	ponta_branca	40	cve_ponta_branca_3607	oct_2009	8	16	2.45	340.11
swa	trindade	eme	40	tri_eme_265	jun_2009	7	9	2.17	377.07
swa	stpauls_rocks	enseada	40	spr_enseada_2738	apr_2012	22	11	8.47	177.94
tea	cverde	ponta_branca	40	cve_ponta_branca_3593	oct_2009	4.5	12	2.3	180.91
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5149	jan_2016	7	17	14.68	302.64
swa	stpauls_rocks	enseada	40	spr_enseada_4873	apr_2012	7.8	9	5.35	504.33
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5136	jan_2016	7	16	6.92	115.58
tea	stome	santana	40	sto_santana_3139	feb_2006	14	13	14.8	556.88
tea	cverde	ponta_branca	40	cve_ponta_branca_3594	oct_2009	4.5	14	2.62	184.37
swa	stpauls_rocks	enseada	40	spr_enseada_2740	apr_2012	22	9	8.55	499.25
tea	cverde	pqp	40	cve_pqp_2258	set_2009	9	10	1.85	76.45
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5124	jan_2016	25	16	5.12	445.75
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5180	jan_2016	18	12	9.6	100.6
tea	stome	diogo_vaz	40	sto_diogo_vaz_3078	feb_2006	4	10	2.02	33.37
tea	cverde	ponta_branca	40	cve_ponta_branca_3676	oct_2009	8	9	2.4	63.79
swa	trindade	lixo	40	tri_lixo_10006	jun_2009	7	11	2.27	468.48
swa	stpauls_rocks	enseada	40	spr_enseada_2751	apr_2012	25	11	11.18	289.93
tea	cverde	pqp	40	cve_pqp_2302	set_2009	11.3	15	2.38	81.19
tea	stome	sete_pedras_1	40	sto_sete_pedras_1_3158	feb_2006	17	16	23.38	555.47
tea	cverde	ilheuzinho	40	cve_ilheuzinho_3588	set_2009	9	15	6.15	180.3
swa	stpauls_rocks	enseada	40	spr_enseada_2757	apr_2012	40	9	6.25	424.34
swa	rocas	zulu	40	roc_zulu_3675	feb_2012	1	13	4.08	508.75
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1062	jun_2007	17	11	1.55	126.71
tea	cverde	ponta_branca	40	cve_ponta_branca_3601	oct_2009	3.1	16	8.6	381.46
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5111	jan_2016	11	9	14.62	164.4
tea	stome	diogo_vaz	40	sto_diogo_vaz_3077	feb_2006	12	12	13.65	67.59
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9987	aug_2013	9.5	12	3.45	1170.44
swa	trindade	tartarugas	40	tri_tartarugas_189	jun_2009	8	17	4.47	794
tea	stome	santana	40	sto_santana_3143	feb_2006	6	12	17.9	290.69
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5138	jan_2016	7	16	5.5	93.72
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_2727	feb_2012	8	10	9.07	175.82
swa	stpauls_rocks	enseada	40	spr_enseada_2733	apr_2012	12	10	3.9	398.36
tea	stome	diogo_vaz	40	sto_diogo_vaz_3107	feb_2006	7	13	3.55	135.67
swa	trindade	lixo	40	tri_lixo_10013	jun_2009	12	16	3.05	703.04
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_4285	feb_2012	9	15	11.3	649.44
swa	stpauls_rocks	enseada	40	spr_enseada_2729	apr_2012	7.8	10	8.62	484.01
tea	stome	sete_pedras_2	40	sto_sete_pedras_2_3169	feb_2006	8	13	6.35	98.52
tea	cverde	pqp	40	cve_pqp_2191	set_2009	9	11	3.98	149.57
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3741	set_2009	12	11	3.6	146.21
swa	trindade	lixo	40	tri_lixo_10016	jun_2009	12	12	1.85	311.44
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2924	apr_2012	15	10	8.47	398.15
tea	cverde	pqp	40	cve_pqp_2354	set_2009	11.9	14	1.95	74.12
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5143	jan_2016	6	18	20.65	231.8
tea	stome	diogo_vaz	40	sto_diogo_vaz_3075	feb_2006	4	11	1.8	38.98
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1065	jun_2007	6	12	2.48	57.01
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5266	aug_2013	10	12	1.05	241.44
swa	noronha	laje	40	fno_laje_1107	jun_2007	16	15	5.3	366.97
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_4079	feb_2012	9	9	9.12	84.76
tea	stome	sete_pedras_1	40	sto_sete_pedras_1_3159	feb_2006	17	13	15.07	513.14
swa	trindade	tunel	40	tri_tunel_111	jun_2009	12	17	7.75	2120.43
swa	stpauls_rocks	enseada	40	spr_enseada_2755	apr_2012	40	10	10.8	719.11
tea	stome	sete_pedras_2	40	sto_sete_pedras_2_3166	feb_2006	9	11	2.92	45.05
tea	stome	diogo_vaz	40	sto_diogo_vaz_3105	feb_2006	8	13	4.25	36.66
swa	trindade	lixo	40	tri_lixo_10005	jun_2009	7	11	2.23	382.7
tea	cverde	ilheuzinho	40	cve_ilheuzinho_3578	set_2009	12	11	3.92	206.89
swa	stpauls_rocks	cabeco_tartaruga	40	spr_cabeco_tartaruga_2722	apr_2012	21	9	10.12	485.82
tea	cverde	agua_ruim	40	cve_agua_ruim_3036	set_2009	8	12	17.4	490.18
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5145	jan_2016	7	14	34.5	1062.91
swa	trindade	lixo	40	tri_lixo_10015	jun_2009	12	14	1.4	529.02
tea	stome	cabras_kia	40	sto_cabras_kia_3020	feb_2006	17	12	21.1	230.34
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5150	jan_2016	7	12	3.35	101.82
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3487	set_2009	8	18	1.65	183.48
tea	stome	sete_pedras_2	40	sto_sete_pedras_2_3170	feb_2006	7	12	0.9	28.27
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3758	set_2009	10	13	3.5	178.81
swa	trindade	parcel	40	tri_parcel_173	jun_2009	18	13	2.98	1348.14
swa	stpauls_rocks	enseada	40	spr_enseada_2760	apr_2012	40	7	5.05	530.34
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5152	jan_2016	8	13	4.88	163.36
tea	cverde	pqp	40	cve_pqp_2269	set_2009	9	10	2.05	45.04
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3755	set_2009	10	14	8.25	167.22
tea	cverde	ponta_praia	40	cve_ponta_praia_3724	set_2009	18	16	6.15	316.53
tea	cverde	agua_doce	40	cve_agua_doce_2623	set_2009	6	15	3.65	153.61
